id|text
1455|For fear of which , hear this thou age unbred :
1456|Ere you were born was beauty 's summer dead .
1457|Let not my love be call 'd idolatry ,
1458|Nor my beloved as an idol show ,
1459|Since all alike my songs and praises be
1460|To one , of one , still such , and ever so .
1461|Kind is my love to-day , to-morrow kind ,
1462|Still constant in a wondrous excellence ;
1463|Therefore my verse to constancy confin 'd ,
1464|One thing expressing , leaves out difference .
1465|` Fair , kind , and true , ' is all my argument ,
1466|` Fair , kind , and true , ' varying to other words ;
1467|And in this change is my invention spent ,
1468|Three themes in one , which wondrous scope affords .
1469|Fair , kind , and true , have often liv 'd alone ,
1470|Which three till now , never kept seat in one .
1471|When in the chronicle of wasted time
1472|I see descriptions of the fairest wights ,
1473|And beauty making beautiful old rime ,
1474|In praise of ladies dead and lovely knights ,
1475|Then , in the blazon of sweet beauty 's best ,
1476|Of hand , of foot , of lip , of eye , of brow ,
1477|I see their antique pen would have express 'd
1478|Even such a beauty as you master now .
1479|So all their praises are but prophecies
1480|Of this our time , all you prefiguring ;
1481|And for they looked but with divining eyes ,
1482|They had not skill enough your worth to sing :
1483|For we , which now behold these present days ,
1484|Have eyes to wonder , but lack tongues to praise .
1485|Not mine own fears , nor the prophetic soul
1486|Of the wide world dreaming on things to come ,
1487|Can yet the lease of my true love control ,
1488|Supposed as forfeit to a confin 'd doom .
1489|The mortal moon hath her eclipse endur 'd ,
1490|And the sad augurs mock their own presage ;
1491|Incertainties now crown themselves assur 'd ,
1492|And peace proclaims olives of endless age .
1493|Now with the drops of this most balmy time ,
1494|My love looks fresh , and Death to me subscribes ,
1495|Since , spite of him , I 'll live in this poor rime ,
1496|While he insults o'er dull and speechless tribes :
1497|And thou in this shalt find thy monument ,
1498|When tyrants ' crests and tombs of brass are spent .
1499|What 's in the brain , that ink may character ,
1500|Which hath not figur 'd to thee my true spirit ?
1501|What 's new to speak , what now to register ,
1502|That may express my love , or thy dear merit ?
1503|Nothing , sweet boy ; but yet , like prayers divine ,
1504|I must each day say o'er the very same ;
1505|Counting no old thing old , thou mine , I thine ,
1506|Even as when first I hallow 'd thy fair name .
1507|So that eternal love in love 's fresh case ,
1508|Weighs not the dust and injury of age ,
1509|Nor gives to necessary wrinkles place ,
1510|But makes antiquity for aye his page ;
1511|Finding the first conceit of love there bred ,
1512|Where time and outward form would show it dead .
1513|O ! never say that I was false of heart ,
1514|Though absence seem 'd my flame to qualify ,
1515|As easy might I from my self depart
1516|As from my soul which in thy breast doth lie :
1517|That is my home of love : if I have rang 'd ,
1518|Like him that travels , I return again ;
1519|Just to the time , not with the time exchang 'd ,
1520|So that myself bring water for my stain .
1521|Never believe though in my nature reign 'd ,
1522|All frailties that besiege all kinds of blood ,
1523|That it could so preposterously be stain 'd ,
1524|To leave for nothing all thy sum of good ;
1525|For nothing this wide universe I call ,
1526|Save thou , my rose , in it thou art my all .
1527|Alas ! ` tis true , I have gone here and there ,
1528|And made my self a motley to the view ,
1529|Gor 'd mine own thoughts , sold cheap what is most dear ,
1530|Made old offences of affections new ;
1531|Most true it is , that I have look 'd on truth
1532|Askance and strangely ; but , by all above ,
1533|These blenches gave my heart another youth ,
1534|And worse essays prov 'd thee my best of love .
1535|Now all is done , save what shall have no end :
1536|Mine appetite I never more will grind
1537|On newer proof , to try an older friend ,
1538|A god in love , to whom I am confin 'd .
1539|Then give me welcome , next my heaven the best ,
1540|Even to thy pure and most most loving breast .
1541|O ! for my sake do you with Fortune chide ,
1542|The guilty goddess of my harmful deeds ,
1543|That did not better for my life provide
1544|Than public means which public manners breeds .
1545|Thence comes it that my name receives a brand ,
1546|And almost thence my nature is subdu 'd
1547|To what it works in , like the dyer 's hand :
1548|Pity me , then , and wish I were renew 'd ;
1549|Whilst , like a willing patient , I will drink ,
1550|Potions of eisel ` gainst my strong infection ;
1551|No bitterness that I will bitter think ,
1552|Nor double penance , to correct correction .
1553|Pity me then , dear friend , and I assure ye ,
1554|Even that your pity is enough to cure me .
1555|Your love and pity doth the impression fill ,
1556|Which vulgar scandal stamp 'd upon my brow ;
1557|For what care I who calls me well or ill ,
1558|So you o'er-green my bad , my good allow ?
1559|You are my all-the-world , and I must strive
1560|To know my shames and praises from your tongue ;
1561|None else to me , nor I to none alive ,
1562|That my steel 'd sense or changes right or wrong .
1563|In so profound abysm I throw all care
1564|Of others ' voices , that my adder 's sense
1565|To critic and to flatterer stopped are .
1566|Mark how with my neglect I do dispense :
1567|You are so strongly in my purpose bred ,
1568|That all the world besides methinks are dead .
1569|Since I left you , mine eye is in my mind ;
1570|And that which governs me to go about
1571|Doth part his function and is partly blind ,
1572|Seems seeing , but effectually is out ;
1573|For it no form delivers to the heart
1574|Of bird , of flower , or shape which it doth latch :
1575|Of his quick objects hath the mind no part ,
1576|Nor his own vision holds what it doth catch ;
1577|For if it see the rud ` st or gentlest sight ,
1578|The most sweet favour or deformed ` st creature ,
1579|The mountain or the sea , the day or night :
1580|The crow , or dove , it shapes them to your feature .
1581|Incapable of more , replete with you ,
1582|My most true mind thus maketh mine untrue .
1583|Or whether doth my mind , being crown 'd with you ,
1584|Drink up the monarch 's plague , this flattery ?
1585|Or whether shall I say , mine eye saith true ,
1586|And that your love taught it this alchemy ,
1587|To make of monsters and things indigest
1588|Such cherubins as your sweet self resemble ,
1589|Creating every bad a perfect best ,
1590|As fast as objects to his beams assemble ?
1591|O ! ` tis the first , ` tis flattery in my seeing ,
1592|And my great mind most kingly drinks it up :
1593|Mine eye well knows what with his gust is ` greeing ,
1594|And to his palate doth prepare the cup :
1595|If it be poison 'd , ` tis the lesser sin
1596|That mine eye loves it and doth first begin .
1597|Those lines that I before have writ do lie ,
1598|Even those that said I could not love you dearer :
1599|Yet then my judgment knew no reason why
1600|My most full flame should afterwards burn clearer .
1601|But reckoning Time , whose million 'd accidents
1602|Creep in ` twixt vows , and change decrees of kings ,
1603|Tan sacred beauty , blunt the sharp ` st intents ,
1604|Divert strong minds to the course of altering things ;
1605|Alas ! why fearing of Time 's tyranny ,
1606|Might I not then say , ` Now I love you best , '
1607|When I was certain o'er incertainty ,
1608|Crowning the present , doubting of the rest ?
1609|Love is a babe , then might I not say so ,
1610|To give full growth to that which still doth grow ?
1611|Let me not to the marriage of true minds
1612|Admit impediments . Love is not love
1613|Which alters when it alteration finds ,
1614|Or bends with the remover to remove :
1615|O , no ! it is an ever-fixed mark ,
1616|That looks on tempests and is never shaken ;
1617|It is the star to every wandering bark ,
1618|Whose worth 's unknown , although his height be taken .
1619|Love 's not Time 's fool , though rosy lips and cheeks
1620|Within his bending sickle 's compass come ;
1621|Love alters not with his brief hours and weeks ,
1622|But bears it out even to the edge of doom .
1623|If this be error and upon me prov 'd ,
1624|I never writ , nor no man ever lov 'd .
1625|Accuse me thus : that I have scanted all ,
1626|Wherein I should your great deserts repay ,
1627|Forgot upon your dearest love to call ,
1628|Whereto all bonds do tie me day by day ;
1629|That I have frequent been with unknown minds ,
1630|And given to time your own dear-purchas 'd right ;
1631|That I have hoisted sail to all the winds
1632|Which should transport me farthest from your sight .
1633|Book both my wilfulness and errors down ,
1634|And on just proof surmise , accumulate ;
1635|Bring me within the level of your frown ,
1636|But shoot not at me in your waken 'd hate ;
1637|Since my appeal says I did strive to prove
1638|The constancy and virtue of your love .
1639|Like as , to make our appetite more keen ,
1640|With eager compounds we our palate urge ;
1641|As , to prevent our maladies unseen ,
1642|We sicken to shun sickness when we purge ;
1643|Even so , being full of your ne'er - cloying sweetness ,
1644|To bitter sauces did I frame my feeding ;
1645|And , sick of welfare , found a kind of meetness
1646|To be diseas 'd , ere that there was true needing .
1647|Thus policy in love , to anticipate
1648|The ills that were not , grew to faults assur 'd ,
1649|And brought to medicine a healthful state
1650|Which , rank of goodness , would by ill be cur 'd ;
1651|But thence I learn and find the lesson true ,
1652|Drugs poison him that so fell sick of you .
1653|What potions have I drunk of Siren tears ,
1654|Distill 'd from limbecks foul as hell within ,
1655|Applying fears to hopes , and hopes to fears ,
1656|Still losing when I saw myself to win !
1657|What wretched errors hath my heart committed ,
1658|Whilst it hath thought itself so blessed never !
1659|How have mine eyes out of their spheres been fitted ,
1660|In the distraction of this madding fever !
1661|O benefit of ill ! now I find true
1662|That better is , by evil still made better ;
1663|And ruin 'd love , when it is built anew ,
1664|Grows fairer than at first , more strong , far greater .
1665|So I return rebuk 'd to my content ,
1666|And gain by ill thrice more than I have spent .
1667|That you were once unkind befriends me now ,
1668|And for that sorrow , which I then did feel ,
1669|Needs must I under my transgression bow ,
1670|Unless my nerves were brass or hammer 'd steel .
1671|For if you were by my unkindness shaken ,
1672|As I by yours , you 've pass 'd a hell of time ;
1673|And I , a tyrant , have no leisure taken
1674|To weigh how once I suffer 'd in your crime .
1675|O ! that our night of woe might have remember 'd
1676|My deepest sense , how hard true sorrow hits ,
1677|And soon to you , as you to me , then tender 'd
1678|The humble salve , which wounded bosoms fits !
1679|But that your trespass now becomes a fee ;
1680|Mine ransoms yours , and yours must ransom me .
1681|` Tis better to be vile than vile esteem 'd ,
1682|When not to be receives reproach of being ;
1683|And the just pleasure lost , which is so deem 'd
1684|Not by our feeling , but by others ' seeing :
1685|For why should others ' false adulterate eyes
1686|Give salutation to my sportive blood ?
1687|Or on my frailties why are frailer spies ,
1688|Which in their wills count bad what I think good ?
1689|No , I am that I am , and they that level
1690|At my abuses reckon up their own :
1691|I may be straight though they themselves be bevel ;
1692|By their rank thoughts , my deeds must not be shown ;
1693|Unless this general evil they maintain ,
1694|All men are bad and in their badness reign .
1695|Thy gift , thy tables , are within my brain
1696|Full character 'd with lasting memory ,
1697|Which shall above that idle rank remain ,
1698|Beyond all date ; even to eternity :
1699|Or , at the least , so long as brain and heart
1700|Have faculty by nature to subsist ;
1701|Till each to raz 'd oblivion yield his part
1702|Of thee , thy record never can be miss 'd .
1703|That poor retention could not so much hold ,
1704|Nor need I tallies thy dear love to score ;
1705|Therefore to give them from me was I bold ,
1706|To trust those tables that receive thee more :
1707|To keep an adjunct to remember thee
1708|Were to import forgetfulness in me .
1709|No , Time , thou shalt not boast that I do change :
1710|Thy pyramids built up with newer might
1711|To me are nothing novel , nothing strange ;
1712|They are but dressings of a former sight .
1713|Our dates are brief , and therefore we admire
1714|What thou dost foist upon us that is old ;
1715|And rather make them born to our desire
1716|Than think that we before have heard them told .
1717|Thy registers and thee I both defy ,
1718|Not wondering at the present nor the past ,
1719|For thy records and what we see doth lie ,
1720|Made more or less by thy continual haste .
1721|This I do vow and this shall ever be ;
1722|I will be true despite thy scythe and thee .
1723|If my dear love were but the child of state ,
1724|It might for Fortune 's bastard be unfather 'd ,
1725|As subject to Time 's love or to Time 's hate ,
1726|Weeds among weeds , or flowers with flowers gather 'd .
1727|No , it was builded far from accident ;
1728|It suffers not in smiling pomp , nor falls
1729|Under the blow of thralled discontent ,
1730|Whereto th ' inviting time our fashion calls :
1731|It fears not policy , that heretic ,
1732|Which works on leases of short-number 'd hours ,
1733|But all alone stands hugely politic ,
1734|That it nor grows with heat , nor drowns with showers .
1735|To this I witness call the fools of time ,
1736|Which die for goodness , who have lived for crime .
1737|Were ' t aught to me I bore the canopy ,
1738|With my extern the outward honouring ,
1739|Or laid great bases for eternity ,
1740|Which proves more short than waste or ruining ?
1741|Have I not seen dwellers on form and favour
1742|Lose all and more by paying too much rent
1743|For compound sweet ; forgoing simple savour ,
1744|Pitiful thrivers , in their gazing spent ?
1745|No ; let me be obsequious in thy heart ,
1746|And take thou my oblation , poor but free ,
1747|Which is not mix 'd with seconds , knows no art ,
1748|But mutual render , only me for thee .
1749|Hence , thou suborned informer ! a true soul
1750|When most impeach 'd , stands least in thy control .
1751|O thou , my lovely boy , who in thy power
1752|Dost hold Time 's fickle glass , his fickle hour ;
1753|Who hast by waning grown , and therein show ` st
1754|Thy lovers withering , as thy sweet self grow ` st.
1755|If Nature , sovereign mistress over wrack ,
1756|As thou goest onwards , still will pluck thee back ,
1757|She keeps thee to this purpose , that her skill
1758|May time disgrace and wretched minutes kill .
1759|Yet fear her , O thou minion of her pleasure !
1760|She may detain , but not still keep , her treasure :
1761|Her audit -LRB- though delayed -RRB- answered must be ,
1762|And her quietus is to render thee .
1763|In the old age black was not counted fair ,
1764|Or if it were , it bore not beauty 's name ;
1765|But now is black beauty 's successive heir ,
1766|And beauty slander 'd with a bastard shame :
1767|For since each hand hath put on Nature 's power ,
1768|Fairing the foul with Art 's false borrowed face ,
1769|Sweet beauty hath no name , no holy bower ,
1770|But is profan 'd , if not lives in disgrace .
1771|Therefore my mistress ' eyes are raven black ,
1772|Her eyes so suited , and they mourners seem
1773|At such who , not born fair , no beauty lack ,
1774|Sland ` ring creation with a false esteem :
1775|Yet so they mourn becoming of their woe ,
1776|That every tongue says beauty should look so .
1777|How oft when thou , my music , music play ` st ,
1778|Upon that blessed wood whose motion sounds
1779|With thy sweet fingers when thou gently sway ` st
1780|The wiry concord that mine ear confounds ,
1781|Do I envy those jacks that nimble leap ,
1782|To kiss the tender inward of thy hand ,
1783|Whilst my poor lips which should that harvest reap ,
1784|At the wood 's boldness by thee blushing stand !
1785|To be so tickled , they would change their state
1786|And situation with those dancing chips ,
1787|O'er whom thy fingers walk with gentle gait ,
1788|Making dead wood more bless 'd than living lips .
1789|Since saucy jacks so happy are in this ,
1790|Give them thy fingers , me thy lips to kiss .
1791|The expense of spirit in a waste of shame
1792|Is lust in action : and till action , lust
1793|Is perjur 'd , murderous , bloody , full of blame ,
1794|Savage , extreme , rude , cruel , not to trust ;
1795|Enjoy 'd no sooner but despised straight ;
1796|Past reason hunted ; and no sooner had ,
1797|Past reason hated , as a swallow 'd bait ,
1798|On purpose laid to make the taker mad :
1799|Mad in pursuit and in possession so ;
1800|Had , having , and in quest , to have extreme ;
1801|A bliss in proof , -- and prov 'd , a very woe ;
1802|Before , a joy propos 'd ; behind a dream .
1803|All this the world well knows ; yet none knows well
1804|To shun the heaven that leads men to this hell .
1805|My mistress ' eyes are nothing like the sun ;
1806|Coral is far more red , than her lips red :
1807|If snow be white , why then her breasts are dun ;
1808|If hairs be wires , black wires grow on her head .
1809|I have seen roses damask 'd , red and white ,
1810|But no such roses see I in her cheeks ;
1811|And in some perfumes is there more delight
1812|Than in the breath that from my mistress reeks .
1813|I love to hear her speak , yet well I know
1814|That music hath a far more pleasing sound :
1815|I grant I never saw a goddess go , --
1816|My mistress , when she walks , treads on the ground :
1817|And yet by heaven , I think my love as rare ,
1818|As any she belied with false compare .
1819|Thou art as tyrannous , so as thou art ,
1820|As those whose beauties proudly make them cruel ;
1821|For well thou know ` st to my dear doting heart
1822|Thou art the fairest and most precious jewel .
1823|Yet , in good faith , some say that thee behold ,
1824|Thy face hath not the power to make love groan ;
1825|To say they err I dare not be so bold ,
1826|Although I swear it to myself alone .
1827|And to be sure that is not false I swear ,
1828|A thousand groans , but thinking on thy face ,
1829|One on another 's neck , do witness bear
1830|Thy black is fairest in my judgment 's place .
1831|In nothing art thou black save in thy deeds ,
1832|And thence this slander , as I think , proceeds .
1833|Thine eyes I love , and they , as pitying me ,
1834|Knowing thy heart torment me with disdain ,
1835|Have put on black and loving mourners be ,
1836|Looking with pretty ruth upon my pain .
1837|And truly not the morning sun of heaven
1838|Better becomes the grey cheeks of the east ,
1839|Nor that full star that ushers in the even ,
1840|Doth half that glory to the sober west ,
1841|As those two mourning eyes become thy face :
1842|O ! let it then as well beseem thy heart
1843|To mourn for me since mourning doth thee grace ,
1844|And suit thy pity like in every part .
1845|Then will I swear beauty herself is black ,
1846|And all they foul that thy complexion lack .
1847|Beshrew that heart that makes my heart to groan
1848|For that deep wound it gives my friend and me !
1849|Is ' t not enough to torture me alone ,
1850|But slave to slavery my sweet ` st friend must be ?
1851|Me from myself thy cruel eye hath taken ,
1852|And my next self thou harder hast engross 'd :
1853|Of him , myself , and thee I am forsaken ;
1854|A torment thrice three-fold thus to be cross 'd :
1855|Prison my heart in thy steel bosom 's ward ,
1856|But then my friend 's heart let my poor heart bail ;
1857|Whoe'er keeps me , let my heart be his guard ;
1858|Thou canst not then use rigour in my jail :
1859|And yet thou wilt ; for I , being pent in thee ,
1860|Perforce am thine , and all that is in me .
1861|So , now I have confess 'd that he is thine ,
1862|And I my self am mortgag 'd to thy will ,
1863|Myself I 'll forfeit , so that other mine
1864|Thou wilt restore to be my comfort still :
1865|But thou wilt not , nor he will not be free ,
1866|For thou art covetous , and he is kind ;
1867|He learn 'd but surety-like to write for me ,
1868|Under that bond that him as fast doth bind .
1869|The statute of thy beauty thou wilt take ,
1870|Thou usurer , that putt ` st forth all to use ,
1871|And sue a friend came debtor for my sake ;
1872|So him I lose through my unkind abuse .
1873|Him have I lost ; thou hast both him and me :
1874|He pays the whole , and yet am I not free .
1875|Whoever hath her wish , thou hast thy ` Will , '
1876|And ` Will ' to boot , and ` Will ' in over-plus ;
1877|More than enough am I that vex 'd thee still ,
1878|To thy sweet will making addition thus .
1879|Wilt thou , whose will is large and spacious ,
1880|Not once vouchsafe to hide my will in thine ?
1881|Shall will in others seem right gracious ,
1882|And in my will no fair acceptance shine ?
1883|The sea , all water , yet receives rain still ,
1884|And in abundance addeth to his store ;
1885|So thou , being rich in ` Will , ' add to thy ` Will '
1886|One will of mine , to make thy large will more .
1887|Let no unkind ` No ' fair beseechers kill ;
1888|Think all but one , and me in that one ` Will . '
1889|If thy soul check thee that I come so near ,
1890|Swear to thy blind soul that I was thy ` Will ' ,
1891|And will , thy soul knows , is admitted there ;
1892|Thus far for love , my love-suit , sweet , fulfil .
1893|` Will ' , will fulfil the treasure of thy love ,
1894|Ay , fill it full with wills , and my will one .
1895|In things of great receipt with ease we prove
1896|Among a number one is reckon 'd none :
1897|Then in the number let me pass untold ,
1898|Though in thy store 's account I one must be ;
1899|For nothing hold me , so it please thee hold
1900|That nothing me , a something sweet to thee :
1901|Make but my name thy love , and love that still ,
1902|And then thou lov ` st me for my name is ` Will . '
1903|Thou blind fool , Love , what dost thou to mine eyes ,
1904|That they behold , and see not what they see ?
1905|They know what beauty is , see where it lies ,
1906|Yet what the best is take the worst to be .
1907|If eyes , corrupt by over-partial looks ,
1908|Be anchor 'd in the bay where all men ride ,
1909|Why of eyes ' falsehood hast thou forged hooks ,
1910|Whereto the judgment of my heart is tied ?
1911|Why should my heart think that a several plot ,
1912|Which my heart knows the wide world 's common place ?
1913|Or mine eyes , seeing this , say this is not ,
1914|To put fair truth upon so foul a face ?
1915|In things right true my heart and eyes have err 'd ,
1916|And to this false plague are they now transferr 'd .
1917|When my love swears that she is made of truth ,
1918|I do believe her though I know she lies ,
1919|That she might think me some untutor 'd youth ,
1920|Unlearned in the world 's false subtleties .
1921|Thus vainly thinking that she thinks me young ,
1922|Although she knows my days are past the best ,
1923|Simply I credit her false-speaking tongue :
1924|On both sides thus is simple truth suppressed :
1925|But wherefore says she not she is unjust ?
1926|And wherefore say not I that I am old ?
1927|O ! love 's best habit is in seeming trust ,
1928|And age in love , loves not to have years told :
1929|Therefore I lie with her , and she with me ,
1930|And in our faults by lies we flatter 'd be .
1931|O ! call not me to justify the wrong
1932|That thy unkindness lays upon my heart ;
1933|Wound me not with thine eye , but with thy tongue :
1934|Use power with power , and slay me not by art ,
1935|Tell me thou lov ` st elsewhere ; but in my sight ,
1936|Dear heart , forbear to glance thine eye aside :
1937|What need ` st thou wound with cunning , when thy might
1938|Is more than my o'erpress 'd defence can bide ?
1939|Let me excuse thee : ah ! my love well knows
1940|Her pretty looks have been mine enemies ;
1941|And therefore from my face she turns my foes ,
1942|That they elsewhere might dart their injuries :
1943|Yet do not so ; but since I am near slain ,
1944|Kill me outright with looks , and rid my pain .
1945|Be wise as thou art cruel ; do not press
1946|My tongue-tied patience with too much disdain ;
1947|Lest sorrow lend me words , and words express
1948|The manner of my pity-wanting pain .
1949|If I might teach thee wit , better it were ,
1950|Though not to love , yet , love to tell me so ; --
1951|As testy sick men , when their deaths be near ,
1952|No news but health from their physicians know ; --
1953|For , if I should despair , I should grow mad ,
1954|And in my madness might speak ill of thee ;
1955|Now this ill-wresting world is grown so bad ,
1956|Mad slanderers by mad ears believed be .
1957|That I may not be so , nor thou belied ,
1958|Bear thine eyes straight , though thy proud heart go wide .
1959|In faith I do not love thee with mine eyes ,
1960|For they in thee a thousand errors note ;
1961|But ` tis my heart that loves what they despise ,
1962|Who , in despite of view , is pleased to dote .
1963|Nor are mine ears with thy tongue 's tune delighted ;
1964|Nor tender feeling , to base touches prone ,
1965|Nor taste , nor smell , desire to be invited
1966|To any sensual feast with thee alone :
1967|But my five wits nor my five senses can
1968|Dissuade one foolish heart from serving thee ,
1969|Who leaves unsway 'd the likeness of a man ,
1970|Thy proud heart 's slave and vassal wretch to be :
1971|Only my plague thus far I count my gain ,
1972|That she that makes me sin awards me pain .
1973|Love is my sin , and thy dear virtue hate ,
1974|Hate of my sin , grounded on sinful loving :
1975|O ! but with mine compare thou thine own state ,
1976|And thou shalt find it merits not reproving ;
1977|Or , if it do , not from those lips of thine ,
1978|That have profan 'd their scarlet ornaments
1979|And seal 'd false bonds of love as oft as mine ,
1980|Robb 'd others ' beds ' revenues of their rents .
1981|Be it lawful I love thee , as thou lov ` st those
1982|Whom thine eyes woo as mine importune thee :
1983|Root pity in thy heart , that , when it grows ,
1984|Thy pity may deserve to pitied be .
1985|If thou dost seek to have what thou dost hide ,
1986|By self-example mayst thou be denied !
1987|Lo , as a careful housewife runs to catch
1988|One of her feather 'd creatures broke away ,
1989|Sets down her babe , and makes all swift dispatch
1990|In pursuit of the thing she would have stay ;
1991|Whilst her neglected child holds her in chase ,
1992|Cries to catch her whose busy care is bent
1993|To follow that which flies before her face ,
1994|Not prizing her poor infant 's discontent ;
1995|So runn ` st thou after that which flies from thee ,
1996|Whilst I thy babe chase thee afar behind ;
1997|But if thou catch thy hope , turn back to me ,
1998|And play the mother 's part , kiss me , be kind ;
1999|So will I pray that thou mayst have thy ` Will , '
2000|If thou turn back and my loud crying still .
2001|Two loves I have of comfort and despair ,
2002|Which like two spirits do suggest me still :
2003|The better angel is a man right fair ,
2004|The worser spirit a woman colour 'd ill .
2005|To win me soon to hell , my female evil ,
2006|Tempteth my better angel from my side ,
2007|And would corrupt my saint to be a devil ,
2008|Wooing his purity with her foul pride .
2009|And whether that my angel be turn 'd fiend ,
2010|Suspect I may , yet not directly tell ;
2011|But being both from me , both to each friend ,
2012|I guess one angel in another 's hell :
2013|Yet this shall I ne'er know , but live in doubt ,
2014|Till my bad angel fire my good one out .
2015|Those lips that Love 's own hand did make ,
2016|Breathed forth the sound that said ' I hate ' ,
2017|To me that languish 'd for her sake :
2018|But when she saw my woeful state ,
2019|Straight in her heart did mercy come ,
2020|Chiding that tongue that ever sweet
2021|Was us 'd in giving gentle doom ;
2022|And taught it thus anew to greet ;
2023|' I hate ' she alter 'd with an end ,
2024|That followed it as gentle day ,
2025|Doth follow night , who like a fiend
2026|From heaven to hell is flown away .
2027|' I hate ' , from hate away she threw ,
2028|And sav 'd my life , saying ` not you ' .
2029|Poor soul , the centre of my sinful earth ,
2030|My sinful earth these rebel powers array ,
2031|Why dost thou pine within and suffer dearth ,
2032|Painting thy outward walls so costly gay ?
2033|Why so large cost , having so short a lease ,
2034|Dost thou upon thy fading mansion spend ?
2035|Shall worms , inheritors of this excess ,
2036|Eat up thy charge ? Is this thy body 's end ?
2037|Then soul , live thou upon thy servant 's loss ,
2038|And let that pine to aggravate thy store ;
2039|Buy terms divine in selling hours of dross ;
2040|Within be fed , without be rich no more :
2041|So shall thou feed on Death , that feeds on men ,
2042|And Death once dead , there 's no more dying then .
2043|My love is as a fever longing still ,
2044|For that which longer nurseth the disease ;
2045|Feeding on that which doth preserve the ill ,
2046|The uncertain sickly appetite to please .
2047|My reason , the physician to my love ,
2048|Angry that his prescriptions are not kept ,
2049|Hath left me , and I desperate now approve
2050|Desire is death , which physic did except .
2051|Past cure I am , now Reason is past care ,
2052|And frantic-mad with evermore unrest ;
2053|My thoughts and my discourse as madmen 's are ,
2054|At random from the truth vainly express 'd ;
2055|For I have sworn thee fair , and thought thee bright ,
2056|Who art as black as hell , as dark as night .
2057|O me ! what eyes hath Love put in my head ,
2058|Which have no correspondence with true sight ;
2059|Or , if they have , where is my judgment fled ,
2060|That censures falsely what they see aright ?
2061|If that be fair whereon my false eyes dote ,
2062|What means the world to say it is not so ?
2063|If it be not , then love doth well denote
2064|Love 's eye is not so true as all men 's : no ,
2065|How can it ? O ! how can Love 's eye be true ,
2066|That is so vexed with watching and with tears ?
2067|No marvel then , though I mistake my view ;
2068|The sun itself sees not , till heaven clears .
2069|O cunning Love ! with tears thou keep ` st me blind ,
2070|Lest eyes well-seeing thy foul faults should find .
2071|Canst thou , O cruel ! say I love thee not ,
2072|When I against myself with thee partake ?
2073|Do I not think on thee , when I forgot
2074|Am of my self , all tyrant , for thy sake ?
2075|Who hateth thee that I do call my friend ,
2076|On whom frown ` st thou that I do fawn upon ,
2077|Nay , if thou lour ` st on me , do I not spend
2078|Revenge upon myself with present moan ?
2079|What merit do I in my self respect ,
2080|That is so proud thy service to despise ,
2081|When all my best doth worship thy defect ,
2082|Commanded by the motion of thine eyes ?
2083|But , love , hate on , for now I know thy mind ;
2084|Those that can see thou lov ` st , and I am blind .
2085|O ! from what power hast thou this powerful might ,
2086|With insufficiency my heart to sway ?
2087|To make me give the lie to my true sight ,
2088|And swear that brightness doth not grace the day ?
2089|Whence hast thou this becoming of things ill ,
2090|That in the very refuse of thy deeds
2091|There is such strength and warrantise of skill ,
2092|That , in my mind , thy worst all best exceeds ?
2093|Who taught thee how to make me love thee more ,
2094|The more I hear and see just cause of hate ?
2095|O ! though I love what others do abhor ,
2096|With others thou shouldst not abhor my state :
2097|If thy unworthiness rais 'd love in me ,
2098|More worthy I to be belov 'd of thee .
2099|Love is too young to know what conscience is ,
2100|Yet who knows not conscience is born of love ?
2101|Then , gentle cheater , urge not my amiss ,
2102|Lest guilty of my faults thy sweet self prove :
2103|For , thou betraying me , I do betray
2104|My nobler part to my gross body 's treason ;
2105|My soul doth tell my body that he may
2106|Triumph in love ; flesh stays no farther reason ,
2107|But rising at thy name doth point out thee ,
2108|As his triumphant prize . Proud of this pride ,
2109|He is contented thy poor drudge to be ,
2110|To stand in thy affairs , fall by thy side .
2111|No want of conscience hold it that I call
2112|Her ` love , ' for whose dear love I rise and fall .
2113|In loving thee thou know ` st I am forsworn ,
2114|But thou art twice forsworn , to me love swearing ;
2115|In act thy bed-vow broke , and new faith torn ,
2116|In vowing new hate after new love bearing :
2117|But why of two oaths ' breach do I accuse thee ,
2118|When I break twenty ? I am perjur 'd most ;
2119|For all my vows are oaths but to misuse thee ,
2120|And all my honest faith in thee is lost :
2121|For I have sworn deep oaths of thy deep kindness ,
2122|Oaths of thy love , thy truth , thy constancy ;
2123|And , to enlighten thee , gave eyes to blindness ,
2124|Or made them swear against the thing they see ;
2125|For I have sworn thee fair ; more perjur 'd I ,
2126|To swear against the truth so foul a lie !
2127|Cupid laid by his brand and fell asleep :
2128|A maid of Dian 's this advantage found ,
2129|And his love-kindling fire did quickly steep
2130|In a cold valley-fountain of that ground ;
2131|Which borrow 'd from this holy fire of Love ,
2132|A dateless lively heat , still to endure ,
2133|And grew a seeting bath , which yet men prove
2134|Against strange maladies a sovereign cure .
2135|But at my mistress ' eye Love 's brand new-fired ,
2136|The boy for trial needs would touch my breast ;
2137|I , sick withal , the help of bath desired ,
2138|And thither hied , a sad distemper 'd guest ,
2139|But found no cure , the bath for my help lies
2140|Where Cupid got new fire ; my mistress ' eyes .
2141|The little Love-god lying once asleep ,
2142|Laid by his side his heart-inflaming brand ,
2143|Whilst many nymphs that vow 'd chaste life to keep
2144|Came tripping by ; but in her maiden hand
2145|The fairest votary took up that fire
2146|Which many legions of true hearts had warm 'd ;
